誰,名詞,代名詞,一般,,,,誰,ダレ,ダレ
ゐる,動詞,自立,,,一段,基本形,ゐる,ヰル,イル
。,記号,句点,,,,,。,。,。
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
彼,名詞,代名詞,一般,,,,彼,カレ,カレ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
「,記号,括弧開,,,,,「,「,「
見え,名詞,一般,,,,,見え,ミエ,ミエ
ば,助詞,接続助詞,,,,,ば,バ,バ
う,助動詞,,,,不変化型,基本形,う,ウ,ウ
」,記号,括弧閉,,,,,」,」,」
と,助詞,格助詞,引用,,,,と,ト,ト
呼ん,動詞,自立,,,五段・バ行,連用タ接続,呼ぶ,ヨン,ヨン
だ,助動詞,,,,特殊・タ,基本形,だ,ダ,ダ
。,記号,句点,,,,,。,。,。
しかし,接続詞,,,,,,しかし,シカシ,シカシ
彼,名詞,代名詞,一般,,,,彼,カレ,カレ
は,助詞,係助詞,,,,,は,ハ,ワ
この,連体詞,,,,,,この,コノ,コノ
点,名詞,非自立,一般,,,,点,テン,テン
で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
は,助詞,係助詞,,,,,は,ハ,ワ
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
と,助詞,並立助詞,,,,,と,ト,ト
大差,名詞,一般,,,,,大差,タイサ,タイサ
の,助詞,格助詞,一般,,,,の,ノ,ノ
ある,動詞,自立,,,五段・ラ行,基本形,ある,アル,アル
訣,名詞,一般,,,,,訣,訣,訣
で,助詞,格助詞,一般,,,,で,デ,デ
は,助詞,係助詞,,,,,は,ハ,ワ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,,,,,。,。,。
が,接続詞,,,,,,が,ガ,ガ
、,記号,読点,,,,,、,、,、
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
自身,名詞,一般,,,,,自身,ジシン,ジシン
に,助詞,格助詞,一般,,,,に,ニ,ニ
従,動詞,自立,,,一段,連用形,従る,シタガエ,シタガエ
へ,助詞,格助詞,一般,,,,へ,ヘ,エ
ば,助詞,接続助詞,,,,,ば,バ,バ
、,記号,読点,,,,,、,、,、
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
唯,副詞,一般,,,,,唯,タダ,タダ
「,記号,括弧開,,,,,「,「,「
自尊心,名詞,一般,,,,,自尊心,ジソンシン,ジソンシン
の,助詞,格助詞,一般,,,,の,ノ,ノ
強い,形容詞,自立,,,形容詞・アウオ段,基本形,強い,ツヨイ,ツヨイ
」,記号,括弧閉,,,,,」,」,」
だけ,助詞,副助詞,,,,,だけ,ダケ,ダケ
で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
ある,助動詞,,,,五段・ラ行アル,基本形,ある,アル,アル
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
医者,名詞,一般,,,,,医者,イシャ,イシャ
に,助詞,格助詞,一般,,,,に,ニ,ニ
容態,名詞,一般,,,,,容態,ヨウダイ,ヨーダイ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
聞か,動詞,自立,,,五段・カ行イ音便,未然形,聞く,キカ,キカ
れ,動詞,接尾,,,一段,連用形,れる,レ,レ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
時,名詞,非自立,副詞可能,,,,時,トキ,トキ
、,記号,読点,,,,,、,、,、
まだ,副詞,助詞類接続,,,,,まだ,マダ,マダ
一,名詞,数,,,,,一,イチ,イチ
度,名詞,接尾,助数詞,,,,度,ド,ド
も,助詞,係助詞,,,,,も,モ,モ
正確,名詞,形容動詞語幹,,,,,正確,セイカク,セイカク
に,助詞,副詞化,,,,,に,ニ,ニ
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
自身,名詞,一般,,,,,自身,ジシン,ジシン
の,助詞,連体化,,,,,の,ノ,ノ
容態,名詞,一般,,,,,容態,ヨウダイ,ヨーダイ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
話せ,動詞,自立,,,一段,連用形,話せる,ハナセ,ハナセ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
こと,名詞,非自立,一般,,,,こと,コト,コト
は,助詞,係助詞,,,,,は,ハ,ワ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,,,,,。,。,。
従,動詞,自立,,,一段,連用形,従る,シタガエ,シタガエ
つて,名詞,一般,,,,,つて,ツテ,ツテ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
つい,動詞,自立,,,五段・カ行イ音便,連用タ接続,つく,ツイ,ツイ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
やう,名詞,非自立,助動詞語幹,,,,やう,ヤウ,ヨー
な,助動詞,,,,特殊・ダ,体言接続,だ,ナ,ナ
気,名詞,非自立,一般,,,,気,キ,キ
ばかり,助詞,副助詞,,,,,ばかり,バカリ,バカリ
し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,,,,,て,テ,テ
ゐる,動詞,自立,,,一段,基本形,ゐる,ヰル,イル
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
の,助詞,連体化,,,,,の,ノ,ノ
住居,名詞,一般,,,,,住居,ジュウキョ,ジューキョ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
離れる,動詞,自立,,,一段,基本形,離れる,ハナレル,ハナレル
の,名詞,非自立,一般,,,,の,ノ,ノ
に,助詞,格助詞,一般,,,,に,ニ,ニ
従,動詞,自立,,,一段,連用形,従る,シタガエ,シタガエ
ひ,動詞,自立,,,一段,連用形,ひる,ヒ,ヒ
、,記号,読点,,,,,、,、,、
何,名詞,代名詞,一般,,,,何,ナニ,ナニ
か,助詞,副助詞／並立助詞／終助詞,,,,,か,カ,カ
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
の,助詞,連体化,,,,,の,ノ,ノ
人格,名詞,一般,,,,,人格,ジンカク,ジンカク
も,助詞,係助詞,,,,,も,モ,モ
曖昧,名詞,形容動詞語幹,,,,,曖昧,アイマイ,アイマイ
に,助詞,格助詞,一般,,,,に,ニ,ニ
なる,動詞,自立,,,五段・ラ行,基本形,なる,ナル,ナル
の,名詞,非自立,一般,,,,の,ノ,ノ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
感じ,動詞,自立,,,一段,連用形,感じる,カンジ,カンジ
て,助詞,接続助詞,,,,,て,テ,テ
ゐる,動詞,自立,,,一段,基本形,ゐる,ヰル,イル
。,記号,句点,,,,,。,。,。
この,連体詞,,,,,,この,コノ,コノ
現象,名詞,一般,,,,,現象,ゲンショウ,ゲンショー
が,助詞,格助詞,一般,,,,が,ガ,ガ
現れる,動詞,自立,,,一段,基本形,現れる,アラワレル,アラワレル
の,名詞,非自立,一般,,,,の,ノ,ノ
は,助詞,係助詞,,,,,は,ハ,ワ
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
の,助詞,連体化,,,,,の,ノ,ノ
住居,名詞,一般,,,,,住居,ジュウキョ,ジューキョ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
離れる,動詞,自立,,,一段,基本形,離れる,ハナレル,ハナレル
こと,名詞,非自立,一般,,,,こと,コト,コト
、,記号,読点,,,,,、,、,、
三,名詞,数,,,,,三,サン,サン
十,名詞,数,,,,,十,ジュウ,ジュー
哩,名詞,接尾,助数詞,,,,哩,マイル,マイル
前後,名詞,接尾,副詞可能,,,,前後,ゼンコウ,ゼンコー
に,助詞,格助詞,一般,,,,に,ニ,ニ
始まる,動詞,自立,,,五段・ラ行,基本形,始まる,ハジマル,ハジマル
らしい,助動詞,,,,形容詞・イ段,基本形,らしい,ラシイ,ラシイ
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
の,助詞,連体化,,,,,の,ノ,ノ
精神,名詞,一般,,,,,精神,セイシン,セイシン
的,名詞,接尾,形容動詞語幹,,,,的,テキ,テキ
生活,名詞,サ変接続,,,,,生活,セイカツ,セイカツ
は,助詞,係助詞,,,,,は,ハ,ワ
滅多に,副詞,一般,,,,,滅多に,メッタニ,メッタニ
ち,動詞,自立,,,五段・ラ行,体言接続特殊２,ちる,チ,チ
やん,助動詞,,,,不変化型,基本形,やん,ヤン,ヤン
と,助詞,格助詞,引用,,,,と,ト,ト
歩い,動詞,自立,,,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
こと,名詞,非自立,一般,,,,こと,コト,コト
は,助詞,係助詞,,,,,は,ハ,ワ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,,,,,。,。,。
いつも,副詞,一般,,,,,いつも,イツモ,イツモ
蚤,名詞,一般,,,,,蚤,ノミ,ノミ
の,助詞,連体化,,,,,の,ノ,ノ
やう,名詞,非自立,助動詞語幹,,,,やう,ヤウ,ヨー
に,助詞,副詞化,,,,,に,ニ,ニ
跳ねる,動詞,自立,,,一段,基本形,跳ねる,ハネル,ハネル
だけ,助詞,副助詞,,,,,だけ,ダケ,ダケ
で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
ある,助動詞,,,,五段・ラ行アル,基本形,ある,アル,アル
。,記号,句点,,,,,。,。,。
×,記号,一般,,,,,×,カケル,カケル
僕,名詞,代名詞,一般,,,,僕,ボク,ボク
は,助詞,係助詞,,,,,は,ハ,ワ
見知,動詞,自立,,,五段・ラ行,体言接続特殊２,見知る,ミシ,ミシ
越し,名詞,一般,,,,,越し,ゴシ,ゴシ
の,助詞,連体化,,,,,の,ノ,ノ
人,名詞,一般,,,,,人,ヒト,ヒト
に,助詞,格助詞,一般,,,,に,ニ,ニ
会,名詞,一般,,,,,会,カイ,カイ
ふと,副詞,一般,,,,,ふと,フト,フト
、,記号,読点,,,,,、,、,、
必ず,副詞,一般,,,,,必ず,カナラズ,カナラズ
こちら,名詞,代名詞,一般,,,,こちら,コチラ,コチラ
から,助詞,格助詞,一般,,,,から,カラ,カラ
お,接頭詞,名詞接続,,,,,お,オ,オ
時宜,名詞,一般,,,,,時宜,ジギ,ジギ
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,,,,,て,テ,テ
しまふ,動詞,非自立,,,四段・ハ行,基本形,しまふ,シマフ,シマウ
。,記号,句点,,,,,。,。,。
従,動詞,自立,,,一段,連用形,従る,シタガエ,シタガエ
つ,助動詞,,,,下二・タ行,基本形,つ,ツ,ツ
て,助詞,接続助詞,,,,,て,テ,テ
向う,名詞,一般,,,,,向う,ムコウ,ムコー
の,助詞,格助詞,一般,,,,の,ノ,ノ
気づか,動詞,自立,,,五段・カ行イ音便,未然形,気づく,キヅカ,キズカ
ず,助動詞,,,,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
に,助詞,格助詞,一般,,,,に,ニ,ニ
ゐる,動詞,自立,,,一段,基本形,ゐる,ヰル,イル
時,名詞,非自立,副詞可能,,,,時,トキ,トキ
に,助詞,格助詞,一般,,,,に,ニ,ニ
は,助詞,係助詞,,,,,は,ハ,ワ
「,記号,括弧開,,,,,「,「,「
損,名詞,一般,,,,,損,ソン,ソン
を,助詞,格助詞,一般,,,,を,ヲ,ヲ
し,動詞,自立,,,サ変・スル,連用形,する,シ,シ
た,助動詞,,,,特殊・タ,基本形,た,タ,タ
」,記号,括弧閉,,,,,」,」,」
と,助詞,格助詞,引用,,,,と,ト,ト
思ふ,動詞,自立,,,四段・ハ行,基本形,思ふ,オモフ,オモウ
こと,名詞,非自立,一般,,,,こと,コト,コト
も,助詞,係助詞,,,,,も,モ,モ
ない,形容詞,自立,,,形容詞・アウオ段,基本形,ない,ナイ,ナイ
で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
は,助詞,係助詞,,,,,は,ハ,ワ
ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
。,記号,句点,,,,,。,。,。
（,記号,括弧開,,,,,（,（,（
大正,名詞,固有名詞,一般,,,,大正,タイショウ,タイショー
一,名詞,数,,,,,一,イチ,イチ
五,名詞,数,,,,,五,ゴ,ゴ
・,名詞,数,,,,,・,・,・
一,名詞,数,,,,,一,イチ,イチ
二,名詞,数,,,,,二,ニ,ニ
・,名詞,数,,,,,・,・,・
四,名詞,数,,,,,四,ヨン,ヨン
）,記号,括弧閉,,,,,）,）,）
